"","R0","LatentPeriod","RemovalPeriod","HospPeriod","DeathICUPeriod","DeathNoICUPeriod"
"1",6.16615441722426,4.46464457746296,4.3146336700251,6.07603828833768,10.6989097802858,1.52249041048338
"2",3.01492065702183,1.98172405886145,4.63167712954451,10.1071103425589,9.94418979765818,1.83865249567892
"3",2.66222696271923,5.00835623694503,5.65506609875752,6.62360963330773,9.71282451843122,3.22176354184102
"4",4.76570710509008,4.80040817771915,4.58440023930187,7.26272499928017,11.1884106294361,1.87275882873184
"5",5.5241831765231,5.69428167978093,4.59396793410844,7.94591829627949,9.04118057694703,1.83964946761724
"6",4.52330393176387,4.38056125144097,4.78692157350477,8.71091733120971,11.1758062049519,1.66170427052815
"7",4.06950579908375,2.45035812764924,4.99135259598978,5.6661827562287,9.64385560616052,1.67177431431835
"8",3.84516702318189,3.70702081150365,4.75520285733881,9.29871996841219,10.6528091057038,2.56550126010951
"9",4.35459941493171,4.27174445003378,5.08750917058191,7.64090804189504,10.0002226999363,1.82011819768333
"10",3.06768992342704,4.68623000844861,4.9734645656116,8.86369724162568,10.2877700306586,1.94938558259596
"11",5.86870235254945,5.01120310303497,4.10306710857605,8.63201216946528,10.1166626948351,3.60926918889513
"12",4.94865140968888,3.89804540161956,4.37365706694724,8.76781017189681,9.74178198042842,3.85746755223884
"13",5.16382237430417,3.48793111269838,5.48156117488927,8.4583977294458,11.0951459651381,1.36025312255928
"14",4.3817933049296,2.84334676476862,6.92190540162195,7.50423259280552,8.45889683674528,2.07756767497286
"15",4.55989310564242,1.31213000565222,5.07001649001435,7.17945374173135,9.35080966970363,2.82019992124392
"16",3.70514505355267,5.03238384623755,5.25827004222184,7.5149028610844,9.96134248171664,1.69837235227003
"17",4.27634305430486,6.03878055660064,3.77967311870281,6.35959577964779,10.65273288507,2.08080043855294
"18",3.57607007034994,3.22646393600818,5.65925205373309,7.6900319915867,11.255259747396,3.34714057040789
"19",5.03263607080309,4.57872296538353,5.35351405609026,8.97158060316452,10.8242565293137,0.529593216402241
"20",3.65511178395784,2.66708468854318,4.3736869081237,9.06820717012316,8.87244839809563,1.16018592001553
"21",2.66755007290532,2.67892419838576,3.89640643509126,9.2408784797245,9.53113522941825,1.7397500604581
"22",3.93705603706009,4.40278680388371,3.11548685756809,6.26192934894472,9.71418343957442,1.87284580326447
"23",3.63722588599509,3.35045988453081,5.13216002105456,9.41200482807689,8.12292509587026,1.11387823461312
"24",4.99599937602523,6.03854700367429,5.15608622366176,6.61506726100126,7.7656089176826,1.44189058469412
"25",5.44825646314436,5.16321846206263,4.6347787992765,7.33126179435069,10.9983063365604,1.87230374770248
"26",3.28512439376087,3.07468355458923,5.24815331312,7.65654897714879,8.97234891196358,1.47691322648562
"27",4.80415626125972,5.62034136507442,4.78990933503403,8.96226008061962,7.83055973114091,1.51859652854233
